,To_Country,Year,Total_Points,Albania,Armenia,Australia,Austria,Azerbaijan,Belarus,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Czechia,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Israel,Italy,Kazakhstan,Latvia,Lithuania,Luxembourg,Malta,"Moldova, Republic of",Monaco,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Russian Federation,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Turkey,Ukraine,United Kingdom
890,Yugoslavia,1986,49,NaN,NaN,NaN,1,NaN,NaN,4,NaN,NaN,NaN,12,NaN,,NaN,,,NaN,,NaN,NaN,5,3,1,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,7,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,3,1,,3,NaN,7
891,Norway,1986,44,NaN,NaN,NaN,,NaN,NaN,5,NaN,NaN,NaN,6,NaN,5,NaN,,4,NaN,6,NaN,NaN,4,6,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,2,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,6,,NaN,
892,Netherlands,1986,40,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,1,NaN,,NaN,3,,NaN,10,NaN,NaN,,,8,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,,NaN,,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,1,,,7,NaN,
893,Portugal,1986,28,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,1,NaN,,,NaN,,NaN,NaN,,,7,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,4,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,8,,,4,NaN,4
894,Finland,1986,22,NaN,NaN,NaN,,NaN,NaN,8,NaN,NaN,NaN,3,NaN,,NaN,,,NaN,3,NaN,NaN,6,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,1,NaN,
895,Iceland,1986,19,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,4,NaN,,NaN,,,NaN,,NaN,NaN,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,5,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,6,2,,2,NaN,
896,France,1986,13,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,,,NaN,,NaN,NaN,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,3,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,3,7,,NaN,
897,Austria,1986,12,NaN,NaN,NaN,,NaN,NaN,1,NaN,NaN,NaN,,NaN,,NaN,6,,NaN,2,NaN,NaN,,2,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,,,,NaN,
898,Israel,1986,7,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,,1,NaN,,NaN,NaN,,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,1,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,5,,NaN,
899,Cyprus,1986,4,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,,,NaN,,NaN,NaN,,1,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,NaN,
900,Norway,1985,123,NaN,NaN,NaN,12,NaN,NaN,12,NaN,NaN,NaN,,NaN,12,NaN,4,2,NaN,12,1,NaN,NaN,12,12,6,NaN,NaN,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,1,12,6,,NaN,12
901,Germany,1985,105,NaN,NaN,NaN,,NaN,NaN,10,NaN,NaN,NaN,12,NaN,10,NaN,10,8,NaN,,,NaN,NaN,4,7,,NaN,NaN,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,10,8,,,NaN,1
902,Sweden,1985,103,NaN,NaN,NaN,4,NaN,NaN,7,NaN,NaN,NaN,,NaN,8,NaN,12,7,NaN,8,,NaN,NaN,10,6,4,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,12,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,2,,8,4,NaN,6
903,United Kingdom,1985,100,NaN,NaN,NaN,2,NaN,NaN,6,NaN,NaN,NaN,,NaN,5,NaN,7,6,NaN,5,4,NaN,NaN,5,2,8,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,7,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,5,4,10,10,NaN,
904,Israel,1985,93,NaN,NaN,NaN,7,NaN,NaN,,NaN,NaN,NaN,5,NaN,4,NaN,,12,NaN,7,2,NaN,NaN,8,,5,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,10,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,8,2,7,,NaN,5
905,Ireland,1985,91,NaN,NaN,NaN,10,NaN,NaN,8,NaN,NaN,NaN,7,NaN,3,NaN,1,3,NaN,4,,NaN,NaN,,8,12,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,4,7,5,5,NaN,3
906,Italy,1985,78,NaN,NaN,NaN,6,NaN,NaN,2,NaN,NaN,NaN,10,NaN,1,NaN,6,5,NaN,,,NaN,NaN,,4,,NaN,NaN,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,12,,,8,NaN,
907,Austria,1985,60,NaN,NaN,NaN,,NaN,NaN,4,NaN,NaN,NaN,,NaN,7,NaN,,1,NaN,10,5,NaN,NaN,3,10,,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,3,1,,NaN,10
908,Finland,1985,58,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,6,NaN,,NaN,,,NaN,,10,NaN,NaN,6,1,7,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,6,10,2,3,NaN,7
909,France,1985,56,NaN,NaN,NaN,3,NaN,NaN,,NaN,NaN,NaN,4,NaN,,NaN,5,,NaN,,12,NaN,NaN,,3,10,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,,6,4,1,NaN,2
910,Denmark,1985,41,NaN,NaN,NaN,5,NaN,NaN,3,NaN,NaN,NaN,3,NaN,,NaN,,10,NaN,6,,NaN,NaN,,,2,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,5,,,NaN,
911,Switzerland,1985,39,NaN,NaN,NaN,1,NaN,NaN,5,NaN,NaN,NaN,2,NaN,6,NaN,3,,NaN,1,3,NaN,NaN,,,,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,,1,,6,NaN,
912,Luxembourg,1985,37,NaN,NaN,NaN,8,NaN,NaN,,NaN,NaN,NaN,,NaN,2,NaN,,4,NaN,3,,NaN,NaN,,5,1,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,,,,,NaN,
913,Spain,1985,36,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,1,NaN,,NaN,8,,NaN,,6,NaN,NaN,2,,,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,,,,12,NaN,4
914,Turkey,1985,36,NaN,NaN,NaN,,NaN,NaN,1,NaN,NaN,NaN,,NaN,,NaN,2,,NaN,2,,NaN,NaN,7,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,3,,12,,NaN,8
915,Cyprus,1985,15,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,,,NaN,,8,NaN,NaN,1,,3,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,3,,NaN,
916,Greece,1985,15,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,8,NaN,,NaN,,,NaN,,,NaN,NaN,,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,7,,,,NaN,
917,Portugal,1985,9,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,,,NaN,,7,NaN,NaN,,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,2,NaN,
918,Belgium,1985,7,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,,,NaN,,,NaN,NaN,,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,7,NaN,
919,Sweden,1984,145,NaN,NaN,NaN,12,NaN,NaN,7,NaN,NaN,NaN,12,NaN,12,NaN,8,6,NaN,12,NaN,NaN,NaN,12,NaN,6,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,10,NaN,10,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,4,,10,3,NaN,7
920,Ireland,1984,137,NaN,NaN,NaN,10,NaN,NaN,12,NaN,NaN,NaN,10,NaN,3,NaN,7,3,NaN,10,NaN,NaN,NaN,,NaN,12,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,7,NaN,4,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,10,12,12,10,NaN,8
921,Spain,1984,106,NaN,NaN,NaN,6,NaN,NaN,3,NaN,NaN,NaN,6,NaN,7,NaN,,10,NaN,,NaN,NaN,NaN,7,NaN,8,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,2,NaN,6,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,,10,3,12,NaN,4
922,Denmark,1984,101,NaN,NaN,NaN,4,NaN,NaN,8,NaN,NaN,NaN,5,NaN,,NaN,5,8,NaN,5,NaN,NaN,NaN,10,NaN,5,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,3,NaN,12,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,6,5,1,2,NaN,12
923,Belgium,1984,70,NaN,NaN,NaN,3,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,10,12,NaN,4,NaN,NaN,NaN,,NaN,1,NaN,NaN,NaN,12,NaN,NaN,NaN,NaN,8,NaN,3,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,2,,,5,NaN,
924,Italy,1984,70,NaN,NaN,NaN,7,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,12,,NaN,6,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,10,NaN,NaN,NaN,NaN,,NaN,1,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,12,,7,7,NaN,
925,United Kingdom,1984,63,NaN,NaN,NaN,2,NaN,NaN,2,NaN,NaN,NaN,2,NaN,1,NaN,4,,NaN,7,NaN,NaN,NaN,8,NaN,10,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,4,NaN,8,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,3,3,,1,NaN,
926,France,1984,61,NaN,NaN,NaN,8,NaN,NaN,10,NaN,NaN,NaN,3,NaN,,NaN,,,NaN,,NaN,NaN,NaN,,NaN,7,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,12,NaN,2,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,,2,4,,NaN,6
927,Finland,1984,46,NaN,NaN,NaN,5,NaN,NaN,,NaN,NaN,NaN,4,NaN,6,NaN,,5,NaN,1,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,5,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,1,7,,6,NaN,
928,Luxembourg,1984,39,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,7,NaN,5,NaN,,,NaN,,NaN,NaN,NaN,5,NaN,3,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,7,,,4,NaN,
929,Portugal,1984,38,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,,,NaN,8,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,6,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,5,,8,,NaN,
930,Turkey,1984,37,NaN,NaN,NaN,,NaN,NaN,4,NaN,NaN,NaN,,NaN,,NaN,3,,NaN,,NaN,NaN,NaN,2,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,6,6,,NaN,5
931,Netherlands,1984,34,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,,7,NaN,,NaN,NaN,NaN,6,NaN,,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,8,,5,,NaN,1
932,Germany,1984,34,NaN,NaN,NaN,1,NaN,NaN,6,NaN,NaN,NaN,,NaN,2,NaN,,4,NaN,,NaN,NaN,NaN,,NaN,2,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,5,NaN,7,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,,,,,NaN,2
933,Cyprus,1984,31,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,10,NaN,,1,NaN,,NaN,NaN,NaN,4,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,4,,,NaN,
934,Switzerland,1984,30,NaN,NaN,NaN,,NaN,NaN,5,NaN,NaN,NaN,1,NaN,8,NaN,1,,NaN,,NaN,NaN,NaN,,NaN,4,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,1,,,NaN,10
935,Norway,1984,29,NaN,NaN,NaN,,NaN,NaN,1,NaN,NaN,NaN,,NaN,,NaN,6,,NaN,2,NaN,NaN,NaN,3,NaN,,NaN,NaN,NaN,7,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,8,2,,NaN,
936,Yugoslavia,1984,26,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,8,NaN,,NaN,2,2,NaN,3,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,8,NaN,3
937,Austria,1984,5,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,4,NaN,,,NaN,,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,NaN,
938,Luxembourg,1983,142,NaN,NaN,NaN,5,NaN,NaN,8,NaN,NaN,NaN,10,NaN,2,NaN,8,12,NaN,8,12,NaN,NaN,NaN,12,12,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,1,NaN,,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,7,10,3,8,NaN,
939,Israel,1983,136,NaN,NaN,NaN,12,NaN,NaN,10,NaN,NaN,NaN,,NaN,7,NaN,7,8,NaN,10,3,NaN,NaN,NaN,,3,NaN,NaN,NaN,10,NaN,NaN,NaN,NaN,12,NaN,6,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,6,5,7,,NaN,10
940,Sweden,1983,126,NaN,NaN,NaN,8,NaN,NaN,5,NaN,NaN,NaN,7,NaN,10,NaN,10,6,NaN,12,10,NaN,NaN,NaN,8,8,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,3,NaN,12,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,2,,5,7,NaN,8
941,Yugoslavia,1983,125,NaN,NaN,NaN,1,NaN,NaN,12,NaN,NaN,NaN,8,NaN,12,NaN,12,,NaN,6,6,NaN,NaN,NaN,10,1,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,7,NaN,8,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,10,,,12,NaN,12
942,Germany,1983,94,NaN,NaN,NaN,7,NaN,NaN,6,NaN,NaN,NaN,,NaN,3,NaN,4,10,NaN,,1,NaN,NaN,NaN,,6,NaN,NaN,NaN,12,NaN,NaN,NaN,NaN,10,NaN,10,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,,8,2,,NaN,7
943,United Kingdom,1983,79,NaN,NaN,NaN,10,NaN,NaN,,NaN,NaN,NaN,6,NaN,5,NaN,,5,NaN,3,5,NaN,NaN,NaN,,2,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,5,NaN,5,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,,12,8,5,NaN,
944,Netherlands,1983,66,NaN,NaN,NaN,4,NaN,NaN,2,NaN,NaN,NaN,5,NaN,4,NaN,3,2,NaN,2,,NaN,NaN,NaN,3,4,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,,NaN,7,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,6,12,2,NaN,1
945,France,1983,56,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,4,NaN,,NaN,6,,NaN,4,7,NaN,NaN,NaN,1,10,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,2,NaN,3,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,,,10,,NaN,
946,Norway,1983,53,NaN,NaN,NaN,3,NaN,NaN,7,NaN,NaN,NaN,,NaN,8,NaN,,,NaN,1,,NaN,NaN,NaN,4,,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,8,NaN,,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,,3,,6,NaN,5
947,Austria,1983,53,NaN,NaN,NaN,,NaN,NaN,3,NaN,NaN,NaN,3,NaN,6,NaN,,,NaN,,4,NaN,NaN,NaN,2,5,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4,NaN,,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,,4,,10,NaN,3
948,Italy,1983,41,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,1,NaN,,NaN,1,7,NaN,,2,NaN,NaN,NaN,6,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,3,2,,4,NaN,
949,Finland,1983,41,NaN,NaN,NaN,2,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,,1,NaN,7,8,NaN,NaN,NaN,7,,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,,NaN,2,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,4,3,NaN,6
950,Portugal,1983,33,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,2,4,NaN,,,NaN,NaN,NaN,,,NaN,NaN,NaN,7,NaN,NaN,NaN,NaN,6,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,5,1,6,,NaN,
951,Greece,1983,32,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,12,NaN,,NaN,5,3,NaN,,,NaN,NaN,NaN,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,12,,,,NaN,
952,Switzerland,1983,28,NaN,NaN,NaN,6,NaN,NaN,1,NaN,NaN,NaN,,NaN,,NaN,,,NaN,,,NaN,NaN,NaN,,7,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,,NaN,1,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,1,,,,NaN,
953,Cyprus,1983,26,NaN,NaN,NaN,,NaN,NaN,4,NaN,NaN,NaN,,NaN,1,NaN,,,NaN,5,,NaN,NaN,NaN,5,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,4,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,1,,NaN,
954,Denmark,1983,16,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,2,NaN,,NaN,,,NaN,,,NaN,NaN,NaN,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,4,7,,1,NaN,2
955,Belgium,1983,13,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,,,NaN,,,NaN,NaN,NaN,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,8,,,,NaN,4
956,Turkey,1983,0,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,,,NaN,,,NaN,NaN,NaN,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,NaN,
957,Spain,1983,0,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,,,NaN,,,NaN,NaN,NaN,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,NaN,
958,Germany,1982,161,NaN,NaN,NaN,1,NaN,NaN,10,NaN,NaN,NaN,12,NaN,12,NaN,10,NaN,NaN,,NaN,NaN,NaN,12,12,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,6,NaN,10,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,12,8,12,12,NaN,8
959,Israel,1982,100,NaN,NaN,NaN,7,NaN,NaN,7,NaN,NaN,NaN,2,NaN,1,NaN,12,NaN,NaN,12,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,10,NaN,NaN,NaN,NaN,8,NaN,1,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,6,10,10,,NaN,1
960,Switzerland,1982,97,NaN,NaN,NaN,10,NaN,NaN,12,NaN,NaN,NaN,6,NaN,7,NaN,,NaN,NaN,,NaN,NaN,NaN,8,10,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,10,NaN,4,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,,2,,2,NaN,12
961,Belgium,1982,96,NaN,NaN,NaN,4,NaN,NaN,,NaN,NaN,NaN,8,NaN,10,NaN,5,NaN,NaN,4,NaN,NaN,NaN,4,6,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,3,NaN,5,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,10,7,2,6,NaN,2
962,Cyprus,1982,85,NaN,NaN,NaN,5,NaN,NaN,3,NaN,NaN,NaN,,NaN,,NaN,8,NaN,NaN,6,NaN,NaN,NaN,,7,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,12,NaN,12,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,7,,8,,NaN,3
963,Luxembourg,1982,78,NaN,NaN,NaN,2,NaN,NaN,8,NaN,NaN,NaN,,NaN,4,NaN,7,NaN,NaN,8,NaN,NaN,NaN,10,5,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,7,NaN,7,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,5,,,3,NaN,6
964,United Kingdom,1982,76,NaN,NaN,NaN,12,NaN,NaN,,NaN,NaN,NaN,3,NaN,2,NaN,4,NaN,NaN,1,NaN,NaN,NaN,7,2,NaN,NaN,NaN,NaN,12,NaN,NaN,NaN,NaN,1,NaN,6,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,1,,5,10,NaN,
965,Sweden,1982,67,NaN,NaN,NaN,8,NaN,NaN,5,NaN,NaN,NaN,,NaN,8,NaN,3,NaN,NaN,2,NaN,NaN,NaN,3,,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,5,NaN,8,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,4,,4,,NaN,5
966,Austria,1982,57,NaN,NaN,NaN,,NaN,NaN,6,NaN,NaN,NaN,7,NaN,6,NaN,,NaN,NaN,,NaN,NaN,NaN,5,4,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,8,,,7,NaN,10
967,Spain,1982,52,NaN,NaN,NaN,,NaN,NaN,4,NaN,NaN,NaN,10,NaN,,NaN,6,NaN,NaN,7,NaN,NaN,NaN,,8,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,7,8,NaN,
968,Ireland,1982,49,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,5,NaN,5,NaN,,NaN,NaN,3,NaN,NaN,NaN,,3,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,3,5,6,1,NaN,7
969,Norway,1982,40,NaN,NaN,NaN,6,NaN,NaN,2,NaN,NaN,NaN,4,NaN,,NaN,,NaN,NaN,10,NaN,NaN,NaN,6,,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,2,4,,,NaN,
970,Portugal,1982,32,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,2,NaN,NaN,,NaN,NaN,NaN,2,1,NaN,NaN,NaN,NaN,7,NaN,NaN,NaN,NaN,4,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,6,1,5,NaN,4
971,Yugoslavia,1982,21,NaN,NaN,NaN,,NaN,NaN,1,NaN,NaN,NaN,1,NaN,3,NaN,,NaN,NaN,,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,12,,4,NaN,
972,Turkey,1982,20,NaN,NaN,NaN,3,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,1,NaN,NaN,,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,2,NaN,3,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,3,,NaN,
973,Netherlands,1982,8,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,5,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,3,,,NaN,
